node_id,x_mm,y_mm,z_mm,rho
600,2.414930522,-1.0,-7.109375093000001,1.0
601,-0.8333333333,-1.0,-8.0,1.0
602,0.8333333333,-0.45,-8.0,1.0
603,4.33680869e-16,-0.45,-8.0,1.0
604,0.3238357046,-1.0,-6.815787666,1.0
605,-2.5,-1.0,-8.0,1.0
606,-0.8333333333,-0.45,-8.0,1.0
607,-1.6666666669999999,-0.45,-8.0,1.0
608,-0.5094976286999999,-1.0,-6.815787666,1.0
609,-2.083333344,-1.0,-7.000000141999999,1.0
610,-4.166666666999999,-0.45,-8.0,1.0
611,-2.5,-0.45,-8.0,1.0
612,-3.333333333,-0.45,-8.0,1.0
613,-4.166666666999999,-0.45,-7.333333333,1.0
614,-2.916666678,-1.0,-7.000000141999999,1.0
615,5.0,-1.0,-4.666666667,0.99849
616,5.75,-1.0,-4.0,0.92675
617,5.0,-0.45,-4.666666667,0.99849
618,5.187500033,-1.0,-2.3125000510000002,0.89267
619,3.9511201799999998,-1.0,-4.233866137,0.99849
620,3.863144191,-1.0,-3.1031810560000004,0.99845
621,5.581574596,-0.45,-2.895847591,0.88348
622,4.35166559,-0.45,-3.002793167,0.99826
623,5.0,-1.0,-6.0,1.0
624,5.0,-0.45,-5.333333333,1.0
625,5.0,-0.45,-6.0,1.0
626,3.9511201799999998,-1.0,-4.900532804,1.0
627,4.081597189,-1.0,-5.776041759,1.0
628,5.0,-0.45,-7.333333333,1.0
629,5.0,-0.45,-6.666666667,1.0
630,4.166666666999999,-0.45,-7.333333333,1.0
631,4.081597189,-1.0,-6.442708426,1.0
632,10.25,-1.0,-4.0,0.17558
633,11.0,-1.0,-3.25,0.068368
634,8.75,-1.0,-4.0,0.49015
635,10.25,-1.0,-3.25,0.17097
636,8.981366559,-1.0,-2.599022415,0.30609
637,9.208505362,-0.45,-2.5904631269999996,0.26346
638,7.25,-1.0,-4.0,0.77931
639,8.231366559,-1.0,-2.599022415,0.51806
640,7.081574596,-0.45,-2.895847591,0.73604
641,8.458505361999999,-0.45,-2.5904631269999996,0.47543
642,5.937500033,-1.0,-2.3125000510000002,0.82244
643,7.481366559,-1.0,-2.599022415,0.59525
644,6.331574595999999,-0.45,-2.895847591,0.81324
645,11.0,-1.0,1.25,3.554e-07
646,11.75,-1.0,2.0,0.0
647,9.540697408000002,-1.0,2.091056933,0.10541
648,10.585907950000001,-1.0,3.5067338279999998,0.12274
649,12.21296318,-1.0,3.199999998,0.12319
650,11.0,-1.0,-0.25,0.00091086
651,9.540697408000002,-1.0,1.341056933,0.10541
652,9.731366559000001,-1.0,-0.34902241500000003,0.167
653,9.958505362,-0.45,-0.3404631274,0.12437
654,10.0977845,-0.45,0.8884723365,0.0075433
655,11.0,-1.0,-1.75,0.03279
656,9.731366559000001,-1.0,-1.0990224149999999,0.16791
657,9.958505362,-0.45,-1.090463127,0.12528
658,9.731366559000001,-1.0,-1.8490224149999999,0.19888
659,9.958505362,-0.45,-1.840463127,0.15625
660,16.25,-1.0,2.0,0.0
661,17.0,-1.0,2.9,0.020394
662,14.75,-1.0,2.0,0.0
663,16.25,-1.0,2.9,0.020394
664,14.46296318,-1.0,3.199999998,0.12319
665,13.25,-1.0,2.0,0.0
666,13.71296318,-1.0,3.199999998,0.12319
667,12.962963180000001,-1.0,3.199999998,0.12319
668,17.0,-1.0,10.1,0.98426
669,16.055555560000002,-1.0,11.0,1.0
670,16.50308651,-0.725,10.30000001,1.0
671,17.0,-1.0,8.3,0.86384
672,16.055555560000002,-1.0,10.1,0.98426
673,15.962963310000001,-1.0,8.600000025,0.89098
674,15.962963310000001,-0.45,8.600000025,0.87463
675,16.50308651,-0.725,9.400000007,0.98426
676,17.0,-1.0,6.5,0.57312
677,15.962963310000001,-1.0,7.700000025,0.78631
678,15.962963310000001,-0.45,7.700000025,0.76996
679,17.0,-1.0,4.7,0.21393
680,15.212963180000001,-1.0,4.999999998,0.31672
681,15.962963310000001,-1.0,6.800000025,0.60026
682,15.962963310000001,-0.45,6.800000025,0.58391
683,15.212963180000001,-1.0,4.099999998,0.14358
684,-16.055555560000002,-1.0,11.0,1.0
685,-17.0,-1.0,10.1,0.9742
686,-14.16666667,-1.0,11.0,1.0
687,-16.055555560000002,-1.0,10.1,0.9742
688,-14.31250002,-1.0,9.87499999,0.89967
689,-12.277777780000001,-1.0,11.0,0.99516
690,-13.36805558,-1.0,9.87499999,0.89967
691,-13.32851082,-0.45,9.918577536999999,0.90001
692,-10.38888889,-1.0,11.0,0.99516
693,-12.42361113,-1.0,9.87499999,0.89484
694,-10.797490550000001,-1.0,9.922569404999999,0.87645
695,-12.384066370000001,-0.45,9.918577536999999,0.89518
696,-8.5,-1.0,11.0,1.0
697,-8.480505132000001,-1.0,9.360544448,0.90639
698,-9.853046106999999,-1.0,9.922569404999999,0.88129
699,-9.166666658,-0.45,9.87499999,0.95142
700,-6.6111111110000005,-1.0,11.0,1.0
701,-7.536060688,-1.0,9.360544448,0.90639
702,-8.222222213,-0.45,9.87499999,0.95142
703,-4.722222222,-1.0,11.0,1.0
704,-6.591616243,-1.0,9.360544448,0.90639
705,-4.826462634,-1.0,9.543797029,0.95371
706,-2.833333333,-1.0,11.0,1.0
707,-3.88201819,-1.0,9.543797029,0.95371
708,-0.9444444444,-1.0,11.0,1.0
709,-0.9499512847,-1.0,9.338390474999999,1.0
710,-2.937573745,-1.0,9.543797029,0.95371
711,-1.716016528,-0.45,9.660363801999999,1.0
712,0.9444444444,-1.0,11.0,1.0
713,-0.005506840269,-1.0,9.338390474999999,1.0
714,2.833333333,-1.0,11.0,1.0
715,0.9389376041999999,-1.0,9.338390474999999,1.0
716,2.75374917,-1.0,9.271370088000001,0.9476
717,2.1889019370000002,-0.45,9.458190906,0.97376
718,4.722222222,-1.0,11.0,1.0
719,3.698193615,-1.0,9.271370088000001,0.9476
720,4.939785930999999,-1.0,10.06843326,0.94642
721,3.133346381,-0.45,9.458190906,0.97376
722,4.796032665,-0.45,10.05104266,0.93974
723,6.6111111110000005,-1.0,11.0,1.0
724,5.884230376,-1.0,10.06843326,0.94642
725,5.7404771100000005,-0.45,10.05104266,0.93974
726,8.5,-1.0,11.0,1.0
727,8.333885193999999,-1.0,9.837382847,0.89712
728,6.82867482,-1.0,10.06843326,0.94642
729,10.38888889,-1.0,11.0,1.0
730,9.278329639,-1.0,9.837382847,0.89712
731,12.277777780000001,-1.0,11.0,1.0
732,10.22277408,-1.0,9.837382847,0.89712
733,11.68261994,-1.0,9.507352783,0.89625
734,14.16666667,-1.0,11.0,1.0
735,12.62706438,-1.0,9.507352783,0.89625
736,14.07407442,-1.0,9.500000025,0.90672
737,15.01851886,-1.0,9.500000025,0.90672
738,15.55864207,-0.725,10.30000001,1.0
739,-17.0,-1.0,4.7,0.11941
740,-15.124191190000001,-1.0,3.691384605,0.016801
741,-15.93797396,-1.0,4.893576821,0.13737
742,-15.945665929999999,-0.45,3.8631436569999997,0.027944
743,-17.0,-1.0,6.5,0.41545
744,-15.93797396,-1.0,5.793576820999999,0.23039
745,-15.945665929999999,-0.45,4.763143657,0.12096
746,-17.0,-1.0,8.3,0.78343
747,-15.25694447,-1.0,8.07499999,0.7089
748,-15.93797396,-1.0,6.693576821000001,0.4334
749,-15.25694447,-1.0,8.974999989999999,0.87388
750,5.0,0.1,-7.333333333,1.0
751,4.166666666999999,0.1,-8.0,1.0
752,5.0,0.1,-6.0,1.0
753,4.166666666999999,0.1,-7.333333333,1.0
754,4.081597189,-0.45,-6.442708426,1.0
755,-4.166666666999999,0.1,-8.0,1.0
756,-5.0,0.1,-7.333333333,1.0
757,2.5,0.1,-8.0,1.0
758,3.248263855,-0.45,-7.109375093000001,1.0
759,0.8333333333,0.1,-8.0,1.0
760,1.1571690380000001,-0.45,-6.815787666,1.0
761,2.414930522,-0.45,-7.109375093000001,1.0
762,-0.8333333333,0.1,-8.0,1.0
763,0.3238357046,-0.45,-6.815787666,1.0
764,-2.5,0.1,-8.0,1.0
765,-0.5094976286999999,-0.45,-6.815787666,1.0
766,-2.083333344,-0.45,-7.000000141999999,1.0
767,-4.166666666999999,0.1,-7.333333333,1.0
768,-4.166666666999999,0.1,-6.666666667,1.0
769,-2.916666678,-0.45,-7.000000141999999,1.0
770,-5.0,0.1,-6.0,1.0
771,-3.750000011,-0.45,-6.333333476,1.0
772,-3.750000011,-0.45,-5.666666809,1.0
773,-3.988696838,-1.0,2.996642218,0.75322
774,-1.395979681,-1.0,5.790421416,0.93266
775,-0.9788508597000001,-1.0,3.72114482,0.92825
776,-3.383602142,-1.0,5.99582797,0.88637
777,-1.935647812,-1.0,2.581702972,0.90546
778,-4.571028374,-1.0,4.264530905,0.66906
779,-3.5339158050000004,-0.45,2.990812296,0.81492
780,-2.9418958799999997,-0.45,4.480732823,0.8694
781,-4.526814811,-0.45,4.275041894,0.62935
782,-1.410638622,-0.45,4.322167598,0.93092
783,-1.209917294,-0.45,2.70203088,0.9231
784,3.9205754670000004,-1.0,5.408768685,0.81581
785,4.798770774,-1.0,1.324898545,0.7624
786,6.151968149,-1.0,2.7284555299999997,0.47363
787,2.522892722,-1.0,3.4065124759999996,0.8638
788,3.112726141,-1.0,1.950817915,0.86376
789,5.577705915,-1.0,4.606148598,0.59223
790,3.66682628,-0.45,3.137398571,0.82186
791,5.447798787,-0.45,2.343776401,0.57599
792,5.328855775,-0.45,4.3033208,0.64467
793,4.246989889,-0.45,1.7340155629999998,0.84266
794,-0.7898159484,-1.0,-2.524527152,0.99675
795,-2.52018635,-1.0,-2.159539733,0.97636
796,-0.44635066900000003,-1.0,-4.600327333,0.99978
797,-2.020186384,-1.0,-4.784539809,0.99978
798,-0.3320423763,-1.0,-3.492726006,0.99978
799,-1.661195833,-0.45,-2.2696005450000003,0.9895
800,-1.769629551,-1.0,-1.1149875519999999,0.97355
801,0.9818258252000001,-1.0,-0.4265681671,0.99251
802,-0.5648045459000001,-1.0,-0.1103154548,0.96976
803,0.4185144225,-1.0,-2.4481738259999997,0.99697
804,1.343514616,-1.0,-1.8431685420000001,0.99692
805,0.7874031753999999,-0.45,-1.109743908,0.99543
806,-0.9106390339,-0.45,-1.2250483639999998,0.98668
807,0.1609259715,-0.45,0.01001245257,0.98741
808,-4.348223974,-1.0,0.6696112112,0.79714
809,-5.863368187000001,-1.0,0.2825066412,0.67406
810,-3.143398968,-1.0,1.674283309,0.79335
811,-6.748635539,-1.0,1.813651157,0.40617
812,-5.7787795310000005,-1.0,3.357111242,0.55696
813,-6.5698459069999995,-0.45,1.864413022,0.45872
814,-5.264027103,-0.45,0.292313621,0.72858
815,-4.741666962,-0.45,2.083392633,0.70282
816,-5.734565967,-0.45,3.3676222310000004,0.51724
817,10.572060689999999,-1.0,8.344735629,0.79336
818,9.642015369,-1.0,6.8441166739999995,0.51986
819,8.022542590999999,-1.0,7.306132848,0.62113
820,7.607004459,-1.0,8.905816106,0.84353
821,9.036927549,-0.45,8.519525694,0.76753
822,-5.751412211,-1.0,7.904341477999999,0.8601
823,-8.35550511,-1.0,6.048044455,0.51579
824,-8.889106795,-1.0,8.283113853,0.78768
825,-6.938838444,-1.0,6.173044412,0.6428
826,-6.410474269000001,-0.45,7.729900554,0.84793
827,-8.202727346,-0.45,8.235544438,0.85781
828,-7.818036383,-0.45,7.000933965,0.68355
829,-10.55555558,-1.0,5.437500016,0.25297
830,-12.58252457,-1.0,5.041384613,0.14718
831,-12.71527784,-1.0,7.624999998,0.54325
832,-13.396307329999999,-1.0,6.24357683,0.26775
833,-11.08915726,-1.0,7.672569414,0.52486
834,-11.42207051,-0.45,6.423835377,0.33281
835,-13.093875859999999,-0.45,6.242713738,0.2849
836,-12.67573309,-0.45,7.668577546,0.54359
837,-12.14478548,-0.45,5.150725824,0.14605
838,1.803797886,-1.0,7.609760563,0.9476
839,0.4061151406,-1.0,5.607504354,0.99558
840,-1.9986361410000002,-1.0,7.882187505000001,0.95371
841,1.238950652,-0.45,7.796581381,0.97376
842,-0.7770789242,-0.45,7.998754277,1.0
843,-1.5569298790000001,-0.45,6.367092357000001,0.93673
844,-0.02567262159,-0.45,6.2085271330000005,0.99826
845,-5.015144166,-1.0,-1.1371047029999999,0.83008
846,-2.295174947,-1.0,0.2546719649,0.94938
847,-4.415803082,-0.45,-1.1272977229999999,0.8846
848,-2.641009435,-0.45,-0.8600609445999999,0.9663
849,-3.893442941,-0.45,0.6637812889,0.85884
850,11.101861229999999,-1.0,6.514086611000001,0.51899
851,12.728916459999999,-1.0,6.207352781,0.51943
852,13.47891658,-1.0,8.007352808,0.80297
853,10.496773399999999,-0.45,8.18949563,0.76666
854,12.27939242,-0.45,7.61728989,0.75937
855,13.47891658,-0.45,8.007352808,0.78662
856,2.220926707,-1.0,5.540483967,0.94318
857,5.275739901,-1.0,6.7401200900000005,0.67161
858,4.8602017680000005,-1.0,8.339803348,0.89401
859,3.3648602650000003,-0.45,5.271370062,0.90124
860,3.0537622189999998,-0.45,7.729560994,0.92136
861,5.02688976,-0.45,6.437292291,0.72405
862,4.716448502,-0.45,8.322412747,0.88734
863,6.728197441000001,-1.0,0.7785568818,0.49959
864,3.688955433,-1.0,0.0009192677231,0.88973
865,6.9188665920000005,-1.0,-0.9115224663,0.56118
866,4.050644224,-1.0,-1.415681107,0.89414
867,6.024028079,-0.45,0.3938777536,0.60195
868,5.769074629,-0.45,-1.208347643,0.77917
869,4.823219181,-0.45,-0.2158830851,0.86863
870,4.539165623,-0.45,-1.3152932179999999,0.89395
871,-7.415555732,-1.0,0.006935243193,0.43912
872,-7.872518004,-1.0,-1.5354881809999998,0.48548
873,-7.2367661,-0.45,0.0576971085,0.49166
874,-5.930947295,-0.45,-1.5144022929999998,0.76152
875,-7.503024928,-0.45,-1.401710453,0.54118
876,9.12660536,-1.0,3.597790761,0.22815
877,8.272063967000001,-1.0,0.49203451800000003,0.2724
878,7.507132582,-1.0,4.059806935,0.32942
879,7.377225454,-0.45,1.797434738,0.31318
880,7.2582824420000005,-0.45,3.756979136,0.38186
881,8.966623313,-0.45,3.591056955,0.18301
882,8.638481906,-0.45,1.72952927,0.11295
883,1.413077381,-1.0,2.082533198,0.99113
884,-0.1335529901,-1.0,2.398785911,0.96838
885,1.9671775200000001,-0.45,3.269113854,0.94923
886,1.6560794730000001,-0.45,5.727304784999999,0.96934
887,0.3914561996,-0.45,4.139250537,0.99384
888,0.5921775271999999,-0.45,2.519113818,0.98602
889,1.774955885,-1.0,-5.049653803,1.0
890,1.8892641780000001,-1.0,-3.942052477,1.0
891,2.8142643720000002,-1.0,-3.337047193,0.99996
892,3.032717369,-1.0,-5.343241229,1.0
893,-5.173684835,-1.0,6.356296994,0.69011
894,-4.645320659999999,-0.45,7.913153136,0.89525
895,-2.764701385,-0.45,8.204160831,0.95371
896,-3.5445523399999996,-0.45,6.572498910999999,0.89044
897,8.552343127,-1.0,5.475483829000001,0.34675
898,11.79887114,-1.0,4.706733826,0.24593
899,9.566728085,-0.45,6.688876675,0.49315
900,11.349347100000001,-0.45,6.116670935,0.48587
901,10.01183386,-0.45,5.00673385,0.20034
902,11.79887114,-0.45,4.706733826,0.21933
903,0.456280429,-1.0,0.9430913501,0.96834
904,2.364599591,-1.0,-0.7897617372,0.9955
905,2.557010939,-0.45,1.8134192930000002,0.94919
906,1.80848815,-0.45,-0.05633710305,0.99401
907,3.137174548,-0.45,0.4100362851,0.96999
908,1.182010946,-0.45,1.063419258,0.98598
909,7.567894605,-0.45,0.10735538979999999,0.37477
910,7.312941155,-0.45,-1.4948700069999998,0.55198
911,8.689871921,-0.45,-1.189485542,0.29137
912,8.829151057,-0.45,0.03944992148,0.17454
913,-1.4361844300000002,-0.45,0.1446111529,0.96251
914,-2.688617936,-0.45,1.6684533860000001,0.85506
915,-0.36461942469999997,-0.45,1.3796719700000002,0.96324
916,-8.747633741,-1.0,2.9565398860000003,0.19501
917,-11.22141339,-1.0,3.978884611,0.113
918,-9.728046084,-1.0,6.610069412,0.49068
919,-7.777777733,-1.0,4.499999971,0.3458
920,-8.568844109,-0.45,3.007301752,0.24756
921,-10.06095934,-0.45,5.3613353749999995,0.29863
922,-10.78367431,-0.45,4.088225822,0.11187
923,-9.316873299,-0.45,4.24712724,0.14347
924,-7.73356417,-0.45,4.51051096,0.30608
925,-8.656975673,-0.45,5.327889524000001,0.38656
926,-8.757785356,-1.0,-0.004343665228,0.2176
927,-7.330967075,-1.0,3.081539844,0.32202
928,-8.122033451,-0.45,1.588841624,0.22378
929,-8.38829228,-0.45,0.12943406259999998,0.2733
930,-8.870062640999999,-0.45,2.828667113,0.11969
931,6.517332217,-1.0,7.537183261,0.67043
932,7.947255307000001,-0.45,7.150892849000001,0.59442
933,6.684020208,-0.45,5.634672205,0.50047
934,8.39236108,-0.45,5.468750023,0.30161
935,6.373578951,-0.45,7.519792661,0.66376
936,-0.9261643062999999,-1.0,-5.815787809,1.0
937,0.7619797019,-1.0,-4.523974006,1.0
938,1.905432893,-1.0,-5.925162759,1.0
939,-8.845254553,-0.45,-1.412989362,0.31967
940,-14.06216515,-1.0,4.784961426,0.12778
941,-13.75973367,-0.45,4.784098334,0.14493
942,-12.8106433,-0.45,3.6921104199999997,0.0060766
943,-14.06985712,-0.45,3.754528262,0.018354
944,-14.194918419999999,-1.0,7.368576811,0.52385
945,-11.88776835,-1.0,8.797569395,0.78096
946,-13.89248695,-0.45,7.367713719,0.541
947,-13.47434417,-0.45,8.793577526,0.79969
948,14.17592649,-1.0,6.200000023,0.52991
949,12.976402329999999,-0.45,5.809937105,0.48632
950,13.42592637,-0.45,4.399999996,0.21978
951,14.17592649,-0.45,6.200000023,0.51356
952,-14.57351644,-0.45,5.986290551,0.2655
953,-14.88363988,-0.45,4.956720478,0.13892
954,7.531717174,-0.45,8.750576107,0.81683
955,5.958040819,-0.45,9.119475919,0.88616
956,-10.59456102,-0.45,7.596404774,0.57052
957,-11.84822359,-0.45,8.841146942,0.7813
958,-9.57526832,-0.45,8.797569395,0.8327
959,-9.190577357,-0.45,7.562958922,0.65845
960,-7.152177443,-0.45,3.132301709,0.37456
961,-5.832746893,-0.45,6.1818560709999995,0.67794
962,-4.731978573,-0.45,4.841201846,0.67314
963,-6.316897504,-0.45,4.635510918,0.43309
964,-7.240309007,-0.45,5.452889481,0.51356
965,1.8012881889999999,-1.0,-2.811367396,0.99996
966,1.245176748,-0.45,-2.077942762,0.99847
967,14.92592661,-0.45,8.00000005,0.7971
968,15.466049819999999,-0.725,8.800000032,0.90672
969,2.170176942,-0.45,-1.472937478,0.99842
970,3.498863339,-0.45,-1.00656409,0.9744
971,3.2148097809999996,-0.45,-2.105974223,0.99973
972,4.892083585,0.1,2.2063777790000003,0.66141
973,2.3625882889999996,0.1,1.1302435519999998,0.95211
974,2.8000130309999998,0.1,5.45819088,0.9274
975,4.773140573,0.1,4.165922177,0.7301
976,3.691274687,0.1,1.59661694,0.92809
977,1.535389758,0.1,3.870136632,0.95191
978,1.7361110849999999,0.1,2.2499999130000004,0.94408
979,-6.637425015,0.1,0.06750408834,0.54618
980,-6.115064874,0.1,1.8585831000000002,0.52042
981,-8.209502647999999,0.1,0.1801959279,0.32584
982,-8.691273009,0.1,2.879428978,0.17224
983,-7.10796388,0.1,3.1428126979999997,0.33485
984,10.74425928,0.1,7.792079954999999,0.73354
985,7.698405166000001,0.1,6.848065051,0.64686
986,9.406746038,0.1,6.682142869,0.44801
987,7.387963908,0.1,8.733185507,0.81015
988,-12.59927962,0.1,6.166549098,0.33056
989,-12.18113684,0.1,7.592412905,0.58925
990,-11.650189240000001,0.1,5.074561183,0.19171
991,-9.908181571,0.1,7.548835358,0.64065
992,-10.18338823,0.1,5.2334626019999995,0.22331
993,-9.523490609000001,0.1,6.314224885,0.4664
994,-3.4237634430000004,0.1,8.029719907999999,0.94154
995,-7.096635795,0.1,8.244356095999999,0.89296
996,-4.203614398,0.1,6.398057988,0.87827
997,-5.788533329,0.1,6.19236706,0.63822
998,-6.711944832,0.1,7.009745623,0.7187
999,6.55411308,0.1,3.372300008,0.48422
1000,8.262453952000001,0.1,3.206377827,0.28537
1001,6.418102642,0.1,-0.1894697866,0.59276
1002,7.795033408,0.1,0.11591467750000001,0.33214
1003,5.4722471939999995,0.1,0.8029947709999999,0.68221
1004,7.934312545000001,0.1,1.344850141,0.21531
1005,11.189365050000001,0.1,6.109937129,0.44073
1006,12.976402329999999,0.1,5.809937105,0.45972
1007,13.72640245,0.1,7.609937132,0.7535
1008,-3.556812565,0.1,-1.237358535,0.89774
1009,-4.80924607,0.1,0.28648369879999996,0.79028
1010,-6.903683844,0.1,-1.391903473,0.5957
1011,-0.08397670873,0.1,-0.8548173003,0.98819
1012,2.942751898,0.1,-0.2731394559,0.97291
1013,2.65869834,0.1,-1.3725495890000001,0.99824
1014,0.9875882965999999,0.1,0.38024351660000005,0.98891
1015,4.462042526,0.1,6.624113109,0.75021
1016,0.4728854086,0.1,8.118554707,0.97376
1017,4.1516012689999995,0.1,8.509233564999999,0.9135
1018,1.224291711,0.1,6.328327563,0.97202
1019,8.143510939,0.1,5.165922225,0.35405
1020,6.12472881,0.1,7.216964862,0.7162
1021,-3.034452424,0.1,0.5537204769,0.87198
1022,-0.7104539127,0.1,0.26493906030000003,0.98016
1023,-2.322995123,0.1,6.689065683000001,0.93673
1024,-0.7917378653,0.1,6.530500459,0.99826
1025,-3.694866004,0.1,3.5674832370000003,0.81899
1026,-5.279784935,0.1,3.3617923089999997,0.57895
1027,-1.962887418,0.1,1.788781294,0.8727
1028,11.63888909,0.1,4.70000002,0.17419
1029,9.523710404,0.1,3.138472358,0.085143
1030,-13.85294219,0.1,7.411291267,0.54134
1031,-13.321994590000001,0.1,4.893439545000001,0.1438
1032,-14.581208409999999,0.1,4.955857387,0.15607
1033,7.540079958000001,0.1,-1.486310719,0.50936
1034,5.217293744,0.1,-0.7992306254,0.85943
1035,4.933240186,0.1,-1.898640758,0.88476
1036,9.05628986,0.1,0.04800920915,0.13191
1037,14.17592649,0.1,6.200000023,0.48696
1038,3.987384738,0.1,-0.9061762005,0.97421
1039,-11.16184414,0.1,8.793577526,0.85143
1040,-10.90610321,0.1,3.9603530479999995,0.036548
1041,-13.632118029999999,0.1,3.863869472,0.017219
1042,-8.504197909,0.1,7.515389506,0.72858
1043,-4.6877650090000005,0.1,4.851712835,0.63342
1044,-1.57158882,0.1,4.898838539,0.93499
1045,-1.370867493,0.1,3.2787018199999998,0.92717
1046,-7.855993069,0.1,4.382638187,0.23076
1047,-8.779404572,0.1,5.20001675,0.31124
1048,-7.196095443,0.1,5.46340047,0.47385
1049,0.160389765,0.1,3.120136596,0.9887
1050,15.466049819999999,-0.175,8.800000032,0.89037
